Month,Day,Temperature,Hour,Aerosol Optical Depth,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,valor
6,1,16.8,1,0.04,-8.7,0,0,0,16.7,171.58,879,0.6,77,75.21
6,1,16.3,2,0.038,-10.5,0,0,0,14.93,174.53,879,0.6,76,69.1
6,1,16.0,3,0.037,-12.4,0,0,0,13.04,160.67,878,0.6,78,65.87
6,1,15.7,4,0.036,-14.4,0,0,0,11.31,146.85,878,0.6,77,64.35
6,1,15.4,5,0.037,-15.4,0,0,0,10.58,133.13,878,0.6,70,60.6
6,1,15.0,6,0.039,-15.2,0,0,0,11.11,119.55,877,0.5,65,63.86
6,1,15.2,7,0.04,-15.2,0,0,0,10.95,106.2,878,0.5,61,63.63
6,1,15.9,8,0.041,-16.0,0,0,0,9.78,93.18,878,0.5,55,57.77
6,1,19.5,9,0.04,-15.7,38,604,137,8.0,80.59,879,0.5,46,12.59
6,1,24.3,10,0.041,-14.5,59,819,353,6.59,68.94,879,0.5,25,0.0
6,1,27.2,11,0.041,-13.1,70,909,545,6.2,58.57,879,0.5,303,0.0
6,1,29.0,12,0.043,-11.5,78,951,686,6.37,50.32,878,0.5,268,0.0
6,1,29.5,13,0.046,-9.3,83,961,758,7.38,45.39,878,0.6,262,0.0
6,1,29.5,14,0.049,-7.9,85,960,766,8.22,44.88,877,0.6,258,0.0
6,1,29.2,15,0.065,-7.1,90,928,700,8.91,48.94,877,0.6,254,0.0
6,1,28.7,16,0.065,-6.6,83,881,568,9.48,56.59,876,0.7,251,0.0
6,1,27.4,17,0.064,-6.0,70,798,387,10.76,66.6,877,0.7,248,0.0
6,1,23.4,18,0.065,-4.1,50,609,176,15.77,78.03,877,0.7,248,59.61
6,1,19.6,19,0.065,-2.2,0,0,0,22.79,89.99,878,0.7,235,102.72
6,1,19.1,20,0.062,-2.3,0,0,0,23.35,103.38,878,0.7,180,105.56
6,1,18.0,21,0.058,-4.1,0,0,0,21.94,116.67,878,0.7,118,105.56
6,1,17.2,22,0.053,-6.3,0,0,0,19.55,130.2,878,0.7,96,105.56
6,1,16.9,23,0.048,-8.3,0,0,0,17.09,143.9,878,0.6,83,98.63
6,1,17.0,24,0.044,-10.0,0,0,0,14.8,157.69,878,0.7,75,91.18
6,2,17.2,1,0.043,-11.4,0,0,0,13.08,171.55,878,0.7,69,78.3
6,2,17.0,2,0.043,-11.4,0,0,0,13.29,174.58,878,0.7,62,81.08
6,2,16.5,3,0.044,-11.0,0,0,0,14.15,160.72,878,0.8,57,69.57
6,2,16.6,4,0.045,-11.2,0,0,0,13.83,146.91,878,0.7,53,68.89
6,2,16.9,5,0.044,-11.8,0,0,0,12.92,133.19,878,0.7,51,69.66
6,2,16.7,6,0.043,-12.4,0,0,0,12.43,119.62,878,0.7,53,66.88
6,2,15.9,7,0.042,-12.9,0,0,0,12.62,106.27,878,0.8,56,60.85
6,2,15.7,8,0.041,-13.3,0,0,0,12.36,93.26,878,0.8,58,58.47
6,2,19.8,9,0.041,-13.2,38,579,131,9.6,80.69,879,0.8,60,0.0
6,2,24.6,10,0.041,-12.5,58,804,345,7.63,69.05,879,0.7,59,0.0
6,2,27.2,11,0.042,-10.5,70,894,535,7.67,58.69,879,0.7,122,0.0
6,2,29.2,12,0.048,-9.4,80,932,674,7.4,50.45,879,0.7,227,0.0
6,2,30.5,13,0.05,-9.0,85,951,751,7.09,45.52,878,0.7,233,16.41
6,2,31.2,14,0.052,-9.0,86,951,759,6.83,45.0,877,0.7,238,40.45
6,2,30.9,15,0.053,-8.1,84,934,696,7.47,49.04,877,0.7,244,0.0
6,2,29.8,16,0.055,-6.5,78,891,568,8.99,56.66,877,0.7,252,0.0
6,2,27.5,17,0.058,-4.2,67,800,385,12.2,66.64,877,0.8,260,22.11
6,2,23.4,18,0.061,-1.5,48,609,174,19.1,78.06,877,0.8,267,78.35
6,2,18.7,19,0.064,0.9,0,0,0,30.32,90.0,878,0.8,268,106.17
6,2,17.7,20,0.065,1.7,0,0,0,34.07,103.38,878,0.8,259,103.99
6,2,17.1,21,0.064,0.7,0,0,0,33.07,116.66,879,0.8,95,103.99
6,2,16.8,22,0.062,-1.0,0,0,0,29.68,130.19,879,0.8,90,103.99
6,2,17.0,23,0.06,-3.0,0,0,0,25.41,143.88,879,0.8,87,104.4
6,2,17.6,24,0.059,-4.9,0,0,0,21.13,157.66,879,0.8,89,104.13
6,3,17.9,1,0.057,-6.2,0,0,0,18.86,171.51,879,0.8,92,95.45
6,3,17.9,2,0.054,-6.9,0,0,0,17.79,174.62,879,0.8,88,80.03
6,3,17.5,3,0.052,-7.0,0,0,0,18.18,160.76,878,0.8,83,77.4
6,3,16.9,4,0.05,-7.0,0,0,0,18.8,146.96,878,0.8,81,81.69
6,3,16.3,5,0.047,-7.1,0,0,0,19.42,133.25,878,0.8,82,81.69
6,3,16.1,6,0.044,-7.8,0,0,0,18.65,119.68,878,0.8,80,79.0
6,3,16.0,7,0.042,-8.8,0,0,0,17.4,106.35,878,0.8,76,98.55
6,3,16.4,8,0.039,-9.4,0,0,0,16.09,93.34,878,0.7,70,107.31
6,3,20.3,9,0.038,-9.2,37,588,131,12.82,80.78,879,0.7,59,38.1
6,3,24.5,10,0.037,-8.0,56,808,344,10.93,69.15,879,0.7,42,6.23
6,3,27.2,11,0.037,-6.1,67,899,533,10.77,58.8,879,0.7,349,14.19
6,3,28.9,12,0.039,-5.3,75,941,673,10.41,50.57,878,0.7,291,14.24
6,3,29.4,13,0.043,-4.3,81,957,750,10.87,45.64,878,0.7,274,22.78
6,3,29.4,14,0.048,-3.5,84,954,757,11.57,45.11,877,0.7,266,30.03
6,3,28.7,15,0.059,-2.7,87,927,693,12.76,49.13,877,0.7,261,29.14
6,3,27.4,16,0.062,-1.9,81,883,565,14.64,56.73,876,0.7,255,52.49
6,3,25.5,17,0.065,-0.9,70,795,385,17.53,66.69,876,0.7,246,56.9
6,3,22.1,18,0.065,0.5,49,606,174,23.88,78.09,876,0.7,239,70.64
6,3,18.2,19,0.063,2.4,0,0,0,34.73,90.01,877,0.7,222,90.0
6,3,17.0,20,0.059,2.9,0,0,0,38.9,103.38,877,0.8,177,80.97
6,3,16.5,21,0.055,1.8,0,0,0,37.13,116.65,878,0.7,130,90.78
6,3,16.9,22,0.051,-0.2,0,0,0,31.4,130.17,878,0.7,110,95.66
6,3,17.8,23,0.05,-1.7,0,0,0,26.58,143.85,878,0.7,99,84.39
6,3,18.3,24,0.052,-1.9,0,0,0,25.27,157.63,878,0.8,89,77.28
6,4,18.3,1,0.056,-1.1,0,0,0,26.88,171.48,878,0.8,75,77.13
6,4,17.8,2,0.06,-0.2,0,0,0,29.68,174.66,878,0.9,15,77.44
6,4,17.2,3,0.06,0.3,0,0,0,31.92,160.81,878,0.9,11,76.9
6,4,16.6,4,0.057,0.1,0,0,0,32.61,147.01,877,0.9,54,76.87
6,4,16.1,5,0.055,-0.6,0,0,0,31.95,133.31,877,0.9,58,76.87
6,4,15.9,6,0.053,-1.3,0,0,0,30.74,119.75,877,0.9,53,76.92
6,4,15.6,7,0.051,-1.6,0,0,0,30.76,106.42,877,0.9,48,85.17
6,4,15.7,8,0.05,-1.6,0,0,0,30.58,93.43,878,0.9,43,97.24
6,4,18.7,9,0.052,-1.4,39,549,126,25.69,80.87,879,0.8,31,56.2
6,4,22.1,10,0.053,-0.9,62,777,337,21.63,69.25,879,0.8,337,56.2
6,4,24.7,11,0.053,-1.1,75,873,525,18.17,58.91,880,0.8,296,53.09
6,4,26.4,12,0.055,-1.6,83,918,665,15.79,50.69,880,0.8,283,58.32
6,4,27.5,13,0.056,-1.8,87,939,742,14.62,45.76,879,0.8,279,58.25
6,4,28.0,14,0.058,-2.0,89,939,750,14.04,45.22,879,0.8,281,35.92
6,4,28.1,15,0.072,-1.9,93,908,686,13.98,49.21,879,0.8,286,13.65
6,4,27.5,16,0.072,-1.7,85,867,560,14.72,56.79,878,0.8,288,58.5
6,4,26.2,17,0.072,-1.3,72,781,381,16.41,66.73,878,0.8,287,61.96
6,4,22.8,18,0.072,-0.1,51,591,172,21.87,78.11,879,0.8,284,81.05
6,4,18.6,19,0.071,1.4,0,0,0,31.67,90.02,879,0.8,277,106.36
6,4,18.1,20,0.07,2.3,0,0,0,34.86,103.38,880,0.8,248,99.63
6,4,17.1,21,0.07,1.9,0,0,0,36.11,116.64,880,0.8,103,93.79
6,4,16.8,22,0.069,0.7,0,0,0,33.57,130.15,880,0.8,93,80.07
6,4,17.0,23,0.067,-1.0,0,0,0,29.47,143.83,880,0.8,89,79.29
6,4,17.5,24,0.065,-2.3,0,0,0,25.84,157.6,880,0.7,88,93.45
6,5,18.0,1,0.063,-3.4,0,0,0,23.11,171.44,879,0.7,88,86.71
6,5,18.1,2,0.062,-4.0,0,0,0,21.89,174.7,879,0.7,81,79.59
6,5,17.9,3,0.063,-4.2,0,0,0,21.9,160.86,879,0.7,66,75.15
6,5,17.6,4,0.065,-4.2,0,0,0,22.23,147.07,878,0.7,49,75.15
6,5,17.3,5,0.065,-4.4,0,0,0,22.32,133.37,878,0.7,40,75.15
6,5,17.0,6,0.066,-4.8,0,0,0,22.13,119.82,878,0.7,44,75.15
6,5,17.0,7,0.066,-5.2,0,0,0,21.44,106.49,878,0.7,50,75.04
6,5,17.4,8,0.065,-5.9,0,0,0,19.82,93.51,879,0.6,57,86.83
6,5,19.5,9,0.063,-7.1,42,539,126,15.84,80.96,879,0.6,62,41.06
6,5,22.9,10,0.06,-6.5,64,778,339,13.53,69.35,879,0.6,58,33.82
6,5,26.0,11,0.06,-6.1,77,876,529,11.55,59.02,879,0.6,249,41.11
6,5,27.9,12,0.063,-5.9,87,921,669,10.49,50.8,879,0.6,250,41.79
6,5,28.9,13,0.066,-5.3,92,939,747,10.36,45.87,879,0.6,254,41.87
6,5,29.2,14,0.071,-4.6,96,937,755,10.78,45.32,878,0.6,257,39.42
6,5,28.8,15,0.097,-3.6,104,895,688,11.82,49.29,878,0.6,256,30.17
6,5,27.9,16,0.105,-2.7,99,835,556,13.36,56.84,878,0.7,252,38.38
6,5,26.3,17,0.113,-1.8,87,733,376,15.73,66.76,878,0.7,245,45.73
6,5,22.8,18,0.116,-0.4,60,524,168,21.43,78.13,878,0.7,239,96.13
6,5,18.9,19,0.114,1.1,0,0,0,30.38,90.02,879,0.7,220,92.67
6,5,18.5,20,0.11,1.2,0,0,0,31.44,103.37,879,0.7,165,88.19
6,5,17.7,21,0.105,0.4,0,0,0,31.1,116.63,879,0.7,106,87.2
6,5,17.2,22,0.101,-0.9,0,0,0,29.19,130.13,879,0.7,83,86.44
6,5,17.0,23,0.099,-1.8,0,0,0,27.61,143.8,880,0.7,73,86.44
6,5,16.9,24,0.1,-1.8,0,0,0,27.94,157.57,880,0.7,66,82.74
6,6,16.9,1,0.101,-1.2,0,0,0,29.17,171.39,880,0.7,59,68.6
6,6,16.9,2,0.102,-0.9,0,0,0,29.79,174.74,880,0.7,51,68.08
6,6,16.9,3,0.1,-1.2,0,0,0,29.1,160.91,879,0.7,50,66.62
6,6,16.8,4,0.097,-2.0,0,0,0,27.64,147.12,879,0.7,55,68.6
6,6,16.6,5,0.092,-3.0,0,0,0,25.95,133.43,879,0.7,69,72.34
6,6,16.4,6,0.088,-4.2,0,0,0,24.15,119.88,878,0.7,81,80.65
6,6,16.2,7,0.084,-5.3,0,0,0,22.44,106.56,879,0.7,86,102.11
6,6,16.3,8,0.08,-6.4,0,0,0,20.43,93.59,879,0.6,89,107.03
6,6,18.9,9,0.078,-7.3,44,505,122,16.21,81.04,879,0.6,89,34.36
6,6,22.4,10,0.076,-6.0,70,752,334,14.48,69.44,880,0.6,129,13.49
6,6,25.2,11,0.074,-4.4,83,858,524,13.77,59.12,880,0.6,211,36.72
6,6,27.2,12,0.073,-4.5,92,909,665,12.19,50.91,880,0.6,234,42.23
6,6,28.1,13,0.073,-4.0,96,931,743,11.97,45.98,879,0.6,246,38.96
6,6,28.3,14,0.075,-3.3,97,932,752,12.47,45.41,879,0.6,251,4.0
6,6,28.0,15,0.075,-2.6,94,915,690,13.39,49.36,878,0.6,253,0.0
6,6,27.1,16,0.077,-1.9,87,870,563,14.81,56.89,878,0.6,253,0.0
6,6,25.6,17,0.077,-1.3,74,784,383,16.92,66.79,877,0.6,252,11.56
6,6,22.1,18,0.078,-0.1,52,590,173,22.78,78.14,878,0.6,254,70.1
6,6,17.9,19,0.077,1.5,0,0,0,33.14,90.02,878,0.6,253,79.58
6,6,17.6,20,0.077,2.1,0,0,0,35.36,103.37,879,0.6,219,74.8
6,6,16.9,21,0.077,1.4,0,0,0,35.18,116.61,879,0.6,87,72.92
6,6,16.5,22,0.076,0.0,0,0,0,32.72,130.11,879,0.6,81,78.1
6,6,17.1,23,0.075,-1.2,0,0,0,28.74,143.77,879,0.6,79,78.69
6,6,17.5,24,0.075,-1.7,0,0,0,27.12,157.53,879,0.6,71,78.24
6,7,17.0,1,0.075,-1.3,0,0,0,28.79,171.35,879,0.6,32,76.38
6,7,16.1,2,0.075,-0.8,0,0,0,31.64,174.77,879,0.6,10,71.2
6,7,15.3,3,0.074,-0.7,0,0,0,33.51,160.95,879,0.6,21,68.66
6,7,15.1,4,0.073,-1.2,0,0,0,32.76,147.17,878,0.6,40,72.62
6,7,15.2,5,0.071,-2.1,0,0,0,30.41,133.49,878,0.6,55,74.32
6,7,15.3,6,0.07,-3.1,0,0,0,28.09,119.95,878,0.6,62,78.69
6,7,15.3,7,0.07,-4.0,0,0,0,26.16,106.63,878,0.6,60,81.56
6,7,15.4,8,0.07,-5.0,0,0,0,24.16,93.66,878,0.6,54,76.42
6,7,18.3,9,0.07,-5.7,42,519,122,19.12,81.12,879,0.6,44,18.37
6,7,22.3,10,0.071,-4.8,68,759,333,15.93,69.54,879,0.6,13,0.0
6,7,24.8,11,0.073,-3.6,83,859,522,14.97,59.22,879,0.6,296,0.0
6,7,26.5,12,0.078,-3.7,93,898,658,13.43,51.02,879,0.7,285,0.0
6,7,27.1,13,0.083,-3.0,100,916,736,13.7,46.08,878,0.7,284,0.0
6,7,27.0,14,0.088,-2.1,103,909,740,14.69,45.5,878,0.8,284,0.0
6,7,26.5,15,0.092,-1.3,102,887,678,16.04,49.43,878,0.8,286,0.0
6,7,25.5,16,0.095,-0.6,94,835,550,17.9,56.93,878,0.9,292,0.0
6,7,24.2,17,0.096,0.0,80,743,373,20.24,66.81,878,0.9,304,1.96
6,7,21.2,18,0.114,0.9,59,518,165,25.88,78.15,878,0.9,315,62.23
6,7,17.8,19,0.11,2.1,0,0,0,35.0,90.02,879,0.9,340,85.08
6,7,16.7,20,0.105,2.6,0,0,0,38.85,103.35,879,0.9,44,85.08
6,7,16.2,21,0.1,2.1,0,0,0,38.76,116.59,880,0.9,66,85.08
6,7,16.2,22,0.094,1.2,0,0,0,36.3,130.08,880,0.9,72,81.09
6,7,16.3,23,0.088,0.4,0,0,0,34.11,143.73,880,0.9,68,79.81
6,7,16.1,24,0.082,0.0,0,0,0,33.41,157.49,880,0.8,61,81.04
6,8,15.8,1,0.078,-0.3,0,0,0,33.31,171.3,880,0.8,57,75.21
6,8,15.8,2,0.075,-0.6,0,0,0,32.65,174.81,880,0.8,57,69.0
6,8,16.1,3,0.074,-0.8,0,0,0,31.5,161.0,879,0.8,56,65.31
6,8,16.1,4,0.075,-0.9,0,0,0,31.45,147.23,879,0.8,46,64.59
6,8,15.7,5,0.077,-0.7,0,0,0,32.73,133.54,879,0.8,27,74.1
6,8,15.0,6,0.079,-0.4,0,0,0,34.8,120.01,879,0.8,8,57.81
6,8,14.1,7,0.082,-0.4,0,0,0,37.07,106.7,880,0.8,7,58.62
6,8,13.7,8,0.084,-0.6,0,0,0,37.4,93.74,881,0.8,17,62.84
6,8,17.4,9,0.085,-1.0,44,482,117,28.55,81.21,881,0.8,25,2.51
6,8,21.2,10,0.085,-0.4,71,729,325,23.55,69.62,882,0.8,356,0.0
6,8,23.6,11,0.086,-0.7,87,829,510,19.92,59.31,882,0.9,328,0.0
6,8,25.0,12,0.09,-1.3,98,877,649,17.56,51.11,882,0.9,317,0.0
6,8,25.8,13,0.092,-1.5,104,898,726,16.51,46.18,882,0.9,312,0.0
6,8,26.0,14,0.095,-1.3,106,894,732,16.57,45.58,882,1.0,312,0.0
6,8,25.9,15,0.098,-1.0,103,874,671,17.04,49.49,881,1.0,317,0.0
6,8,25.4,16,0.101,-0.5,96,822,544,18.18,56.97,881,1.1,323,0.0
6,8,24.1,17,0.102,0.4,82,729,369,20.92,66.83,881,1.1,326,12.12
6,8,20.9,18,0.102,1.9,56,527,164,28.3,78.15,881,1.2,317,58.63
6,8,16.7,19,0.101,4.2,0,0,0,43.33,90.01,881,1.2,306,74.64
6,8,15.2,20,0.101,5.6,0,0,0,52.62,103.34,882,1.3,318,62.49
6,8,14.9,21,0.101,5.6,0,0,0,53.62,116.57,882,1.3,9,53.92
6,8,14.8,22,0.1,4.8,0,0,0,51.18,130.05,883,1.3,34,66.17
6,8,14.9,23,0.099,4.1,0,0,0,48.32,143.7,883,1.3,32,63.26
6,8,14.8,24,0.096,3.8,0,0,0,47.58,157.45,883,1.2,30,65.5
6,9,14.7,1,0.095,3.6,0,0,0,47.47,171.25,882,1.2,37,65.78
6,9,14.4,2,0.092,3.4,0,0,0,47.56,174.85,882,1.2,48,65.6
6,9,14.2,3,0.089,2.8,0,0,0,46.23,161.05,881,1.2,53,65.31
6,9,14.0,4,0.083,2.0,0,0,0,44.13,147.28,881,1.1,53,66.05
6,9,14.0,5,0.078,1.1,0,0,0,41.31,133.6,880,1.0,50,69.02
6,9,14.2,6,0.075,0.3,0,0,0,38.7,120.07,880,1.0,47,66.81
6,9,14.4,7,0.071,-0.3,0,0,0,36.47,106.77,880,0.9,51,65.78
6,9,14.7,8,0.069,-1.3,0,0,0,33.28,93.81,880,0.9,57,61.32
6,9,17.9,9,0.067,-2.5,80,112,97,24.89,81.28,880,0.9,64,8.07
6,9,21.8,10,0.066,-2.1,66,753,327,20.1,69.71,880,0.8,33,0.0
6,9,24.4,11,0.064,-1.9,150,601,456,17.44,59.4,880,0.8,322,0.0
6,9,26.0,12,0.061,-1.4,86,909,655,16.43,51.21,880,0.8,306,0.0
6,9,26.6,13,0.062,-0.7,90,930,733,16.75,46.26,879,0.8,299,4.53
6,9,26.6,14,0.064,0.1,92,926,739,17.77,45.65,879,0.9,295,38.8
6,9,26.2,15,0.066,0.9,90,908,678,19.15,49.54,878,0.9,293,15.52
6,9,25.4,16,0.065,1.4,82,863,552,20.83,57.0,878,1.0,294,0.0
6,9,24.1,17,0.064,1.9,69,781,376,23.36,66.85,878,1.0,297,9.66
6,9,21.4,18,0.066,2.6,49,591,170,28.85,78.15,878,1.0,295,63.64
6,9,18.3,19,0.065,3.6,0,0,0,37.55,90.01,878,1.0,283,95.14
6,9,17.7,20,0.062,3.7,0,0,0,39.43,103.32,879,1.0,61,96.7
6,9,16.5,21,0.058,3.0,0,0,0,40.48,116.54,879,1.0,66,75.35
6,9,16.4,22,0.057,2.3,0,0,0,38.78,130.02,879,1.0,56,86.74
6,9,16.0,23,0.061,2.6,0,0,0,40.46,143.66,879,1.0,31,75.35
6,9,15.3,24,0.067,3.6,0,0,0,45.56,157.41,880,1.0,340,75.35
6,10,14.5,1,0.07,4.6,0,0,0,51.28,171.2,880,1.0,310,72.3
6,10,14.0,2,0.068,4.7,0,0,0,53.58,174.89,880,1.0,352,67.97
6,10,13.3,3,0.064,4.0,0,0,0,53.39,161.1,880,0.9,60,66.56
6,10,13.3,4,0.058,2.7,0,0,0,48.47,147.34,879,0.9,73,67.77
6,10,13.6,5,0.053,1.1,0,0,0,42.55,133.66,879,0.8,74,65.86
6,10,14.0,6,0.05,-0.2,0,0,0,37.75,120.14,878,0.8,71,65.95
6,10,14.2,7,0.048,-1.0,0,0,0,35.25,106.84,879,0.8,65,70.79
6,10,14.4,8,0.046,-1.4,0,0,0,33.69,93.88,879,0.7,54,72.54
6,10,17.6,9,0.047,-1.5,37,551,120,27.36,81.36,879,0.7,41,25.26
6,10,21.3,10,0.047,0.1,59,785,330,24.3,69.79,880,0.7,7,15.13
6,10,23.4,11,0.048,1.3,72,880,518,23.31,59.49,880,0.7,327,38.5
6,10,25.0,12,0.053,1.3,82,922,658,21.15,51.29,880,0.7,314,42.04
6,10,25.9,13,0.053,1.2,86,943,737,19.93,46.35,879,0.7,305,39.49
6,10,26.5,14,0.052,0.2,85,947,746,17.97,45.72,879,0.7,300,11.6
6,10,26.5,15,0.057,-0.2,85,926,685,17.47,49.58,878,0.7,293,5.04
6,10,25.8,16,0.056,0.0,78,887,561,18.4,57.03,878,0.7,284,30.25
6,10,24.4,17,0.056,0.4,67,806,383,20.56,66.85,878,0.7,274,37.24
6,10,21.3,18,0.055,1.0,47,625,175,26.07,78.15,878,0.7,263,75.17
6,10,18.2,19,0.053,2.2,0,0,0,34.34,89.99,878,0.7,244,109.68
6,10,17.4,20,0.049,2.5,0,0,0,36.85,103.3,878,0.7,119,79.38
6,10,15.9,21,0.046,1.8,0,0,0,38.45,116.52,879,0.7,87,76.33
6,10,15.7,22,0.045,0.5,0,0,0,35.56,129.99,879,0.6,77,80.72
6,10,15.6,23,0.044,-0.4,0,0,0,33.57,143.62,879,0.6,69,104.01
6,10,15.3,24,0.045,-0.6,0,0,0,33.77,157.37,879,0.7,58,83.9
6,11,15.2,1,0.046,-0.5,0,0,0,34.14,171.15,879,0.6,42,70.56
6,11,15.4,2,0.047,-0.6,0,0,0,33.59,174.92,878,0.6,29,66.88
6,11,15.5,3,0.047,-0.9,0,0,0,32.62,161.15,878,0.6,26,65.04
6,11,15.4,4,0.047,-1.6,0,0,0,31.1,147.39,878,0.6,44,65.04
6,11,15.1,5,0.045,-2.8,0,0,0,28.99,133.72,878,0.6,65,65.04
6,11,14.8,6,0.044,-4.4,0,0,0,26.29,120.2,878,0.6,75,65.04
6,11,14.8,7,0.042,-6.1,0,0,0,23.11,106.9,878,0.6,78,72.22
6,11,15.3,8,0.04,-7.8,0,0,0,19.6,93.95,878,0.6,75,78.77
6,11,18.5,9,0.038,-9.3,35,586,123,14.25,81.43,878,0.5,68,12.52
6,11,22.7,10,0.037,-7.9,55,814,336,12.24,69.87,879,0.5,53,0.0
6,11,25.2,11,0.038,-4.5,67,906,526,13.66,59.57,879,0.5,329,29.16
6,11,26.5,12,0.042,-3.1,76,940,662,14.08,51.37,879,0.6,293,20.46
6,11,27.0,13,0.044,-1.9,80,958,741,14.92,46.42,879,0.6,285,17.84
6,11,27.3,14,0.046,-1.1,82,959,751,15.62,45.78,878,0.6,284,38.4
6,11,27.3,15,0.056,-0.9,84,933,689,15.75,49.62,878,0.6,285,32.0
6,11,26.7,16,0.057,-0.7,78,892,563,16.66,57.05,877,0.6,284,28.85
6,11,25.5,17,0.057,-0.2,66,812,385,18.53,66.86,877,0.6,280,37.85
6,11,22.0,18,0.057,0.7,47,623,175,24.4,78.14,877,0.7,271,87.17
6,11,18.2,19,0.057,2.3,0,0,0,34.45,89.98,877,0.7,254,104.35
6,11,17.6,20,0.057,2.9,0,0,0,37.33,103.27,878,0.7,193,108.97
6,11,17.2,21,0.059,2.2,0,0,0,36.52,116.49,878,0.8,115,115.12
6,11,17.5,22,0.061,0.9,0,0,0,32.78,129.95,878,0.8,89,111.46
6,11,17.7,23,0.064,0.0,0,0,0,30.22,143.58,879,0.8,60,106.15
6,11,17.1,24,0.067,-0.3,0,0,0,30.72,157.32,879,0.9,19,90.66
6,12,15.8,1,0.069,-0.1,0,0,0,33.8,171.1,879,0.9,8,66.23
6,12,15.1,2,0.071,0.1,0,0,0,35.91,174.96,879,0.9,23,65.69
6,12,14.8,3,0.072,0.0,0,0,0,36.3,161.2,879,0.9,41,66.17
6,12,14.9,4,0.073,-0.5,0,0,0,34.8,147.44,879,0.9,47,66.59
6,12,15.1,5,0.072,-1.2,0,0,0,32.74,133.78,878,0.9,47,64.77
6,12,15.0,6,0.071,-1.8,0,0,0,31.47,120.26,878,0.9,43,65.6
6,12,14.7,7,0.068,-2.4,0,0,0,30.66,106.97,878,0.9,40,67.56
6,12,15.0,8,0.066,-3.1,0,0,0,28.62,94.02,879,0.9,36,62.29
6,12,18.5,9,0.065,-3.6,40,503,114,22.11,81.5,879,0.9,29,0.0
6,12,22.7,10,0.065,-2.8,65,747,321,18.14,69.94,879,0.9,352,0.0
6,12,25.1,11,0.064,-3.1,78,851,508,15.29,59.65,880,0.9,311,0.0
6,12,26.9,12,0.063,-4.4,86,902,648,12.51,51.45,879,0.9,295,0.0
6,12,27.8,13,0.063,-4.8,90,920,723,11.45,46.49,879,1.0,285,0.0
6,12,28.0,14,0.064,-4.8,91,922,733,11.35,45.83,878,1.0,279,0.0
6,12,27.7,15,0.066,-4.5,357,299,550,11.78,49.66,878,1.0,277,0.0
6,12,27.0,16,0.067,-4.2,177,568,486,12.6,57.06,877,1.0,277,0.0
6,12,25.7,17,0.068,-3.7,70,776,375,14.14,66.86,877,1.0,280,6.1
6,12,22.3,18,0.068,-2.4,49,589,171,19.04,78.13,877,1.0,283,80.95
6,12,18.4,19,0.069,-0.9,0,0,0,27.06,89.96,877,1.0,294,106.14
6,12,17.7,20,0.068,-0.1,0,0,0,29.95,103.25,878,1.0,332,82.43
6,12,17.0,21,0.069,-0.1,0,0,0,31.27,116.45,878,1.0,12,84.67
6,12,16.7,22,0.069,-0.4,0,0,0,31.35,129.91,879,1.1,17,100.52
6,12,16.0,23,0.069,-0.3,0,0,0,32.97,143.54,879,1.1,7,66.49
6,12,15.1,24,0.069,0.3,0,0,0,36.42,157.28,880,1.1,352,65.74
6,13,14.4,1,0.07,1.1,0,0,0,40.35,171.05,880,1.1,344,66.22
6,13,13.9,2,0.072,1.5,0,0,0,42.9,175.0,880,1.1,356,65.59
6,13,13.5,3,0.073,1.2,0,0,0,43.28,161.25,880,1.1,29,63.57
6,13,13.1,4,0.072,0.5,0,0,0,42.11,147.5,880,1.1,50,65.66
6,13,12.9,5,0.071,-0.5,0,0,0,39.66,133.83,880,1.1,57,60.22
6,13,12.8,6,0.07,-1.5,0,0,0,37.08,120.32,879,1.2,56,62.16
6,13,13.0,7,0.071,-2.4,0,0,0,34.4,107.03,879,1.2,50,65.59
6,13,13.7,8,0.073,-2.9,0,0,0,31.52,94.09,879,1.3,42,51.78
6,13,17.9,9,0.076,-2.9,41,462,109,24.08,81.57,880,1.3,25,0.0
6,13,21.1,10,0.08,-1.7,69,708,311,21.63,70.01,880,1.3,341,0.0
6,13,22.2,11,0.084,-0.7,86,811,495,21.81,59.72,880,1.3,321,0.0
6,13,23.1,12,0.068,-0.3,88,880,636,21.22,51.52,881,1.3,316,0.0
6,13,23.9,13,0.066,-0.4,91,905,714,20.01,46.55,880,1.3,316,0.0
6,13,24.4,14,0.065,-0.8,92,908,724,18.92,45.88,880,1.3,316,0.0
6,13,24.4,15,0.065,-0.6,88,892,665,19.24,49.68,880,1.3,315,0.0
6,13,23.7,16,0.061,0.0,80,855,544,20.88,57.07,879,1.3,315,0.0
6,13,22.5,17,0.057,0.6,66,777,372,23.49,66.85,880,1.3,319,17.4
6,13,20.0,18,0.053,1.3,46,602,170,28.73,78.11,880,1.3,322,84.89
6,13,16.2,19,0.051,2.4,0,0,0,39.56,89.94,880,1.3,327,106.15
6,13,15.2,20,0.05,3.1,0,0,0,44.23,103.22,881,1.3,355,106.15
6,13,14.6,21,0.049,3.0,0,0,0,45.67,116.42,881,1.3,19,105.86
6,13,14.1,22,0.05,2.7,0,0,0,46.14,129.88,881,1.3,23,89.59
6,13,13.5,23,0.051,2.8,0,0,0,48.25,143.5,882,1.3,11,78.34
